id	item	results	timestamp
572	<item>\n    <title>Molecular Cloning of OSP94: A Significant Biomarker Protein of Hypertensive Human Heart and a Member of HSP110 Family.</title>\n    <link>http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?tmpl=NoSidebarfile&amp;db=PubMed&amp;cmd=Retrieve&amp;list_uids=19169850&amp;dopt=Abstract</link>\n    <description>\n\t<![CDATA[<table border="0" width="100%"><tr><td align="left"/><td align="right"><a href="http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=PubMed&amp;cmd=Display&amp;dopt=PubMed_PubMed&amp;from_uid=19169850">Related Articles</a></td></tr></table>\n        <p><b>Molecular Cloning of OSP94: A Significant Biomarker Protein of Hypertensive Human Heart and a Member of HSP110 Family.</b></p>\n        <p>Mol Biotechnol. 2009 Jan 24;</p>\n        <p>Authors:  Mala JG, Takeuchi S</p>\n        <p>Heat shock proteins (HSPs) are upregulated in response to stress and play a protective function in refolding of cellular proteins. In hypertension, the heart is a vital organ that requires examination and investigation, and primary induction of HSPs is predominantly effected. Hypertension results from osmotic imbalance during renin-angiotensin cycle inefficiency. Osmotic stress protein 94 (OSP94) is a stress protein induced upon osmotic imbalance. It is therefore necessary to analyze its precise role in the hypertensive heart. We have first reported the cloning and expression of human heart OSP94 followed by an analysis of gene sequence and protein homology. Directional cloning of OSP94 by PCR amplification yielded a 2.5 kb amplicon and was cloned into pET-15b. Site-directed mutagenesis was essentially followed. mRNA expression levels were evaluated in correlation with HSPs. Gene analysis indicated a 2520 bp sequence with an 838-amino acid protein complement. Protein homology revealed highly conserved sequence similarity among mammalian sequences. Structural predictions of OSP94 protein were also investigated. OSP94 is therefore recognized as a significant stress protein for investigations in hypertensive heart tissues and is a highly conserved protein in the HSP110 subfamily.</p>\n        <p>PMID: 19169850 [PubMed - as supplied by publisher]</p>\n    ]]></description>\n    <author> Mala JG, Takeuchi S</author>\n    <category>Mol Biotechnol</category>\n    <guid isPermaLink="false">PubMed:19169850</guid>\n</item>	42	1233125356
573	<item>\n    <title>Immobilized metal affinity chromatography in the presence of arginine.</title>\n    <link>http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?tmpl=NoSidebarfile&amp;db=PubMed&amp;cmd=Retrieve&amp;list_uids=19167355&amp;dopt=Abstract</link>\n    <description>\n\t<![CDATA[<table border="0" width="100%"><tr><td align="left"/><td align="right"><a href="http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=PubMed&amp;cmd=Display&amp;dopt=PubMed_PubMed&amp;from_uid=19167355">Related Articles</a></td></tr></table>\n        <p><b>Immobilized metal affinity chromatography in the presence of arginine.</b></p>\n        <p>Biochem Biophys Res Commun. 2009 Jan 21;</p>\n        <p>Authors:  Abe R, Kudou M, Tanaka Y, Arakawa T, Tsumoto K</p>\n        <p>Arginine hydrochloride (ArgHCl) is a versatile solvent additive, as it suppresses protein aggregation. ArgHCl has been used for protein refolding and to solubilize proteins from loose inclusion bodies. Immobilized metal affinity chromatography (IMAC) is one of the most commonly used technologies for purification of recombinant proteins. Here we have evaluated compatibility of ArgHCl with IMAC purification for his-tag proteins. ArgHCl clearly interfered with protein binding to Ni-columns. Nevertheless, such interference was greatly reduced at ArgHCl concentration below 200mM, demonstrating that IMAC purification can be done even in the presence of ArgHCl.</p>\n        <p>PMID: 19167355 [PubMed - as supplied by publisher]</p>\n    ]]></description>\n    <author> Abe R, Kudou M, Tanaka Y, Arakawa T, Tsumoto K</author>\n    <category>Biochem Biophys Res Commun</category>\n    <guid isPermaLink="false">PubMed:19167355</guid>\n</item>	20	1233125356
574	<item>\n    <title>Glycerol-Assisted Hydrophobic Interaction Chromatography Improving Refolding of Recombinant Human Granulocyte Colony-Stimulating Factor.</title>\n    <link>http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?tmpl=NoSidebarfile&amp;db=PubMed&amp;cmd=Retrieve&amp;list_uids=19169864&amp;dopt=Abstract</link>\n    <description>\n\t<![CDATA[<table border="0" width="100%"><tr><td align="left"><a href="http://dx.doi.org/10.1007/s12010-008-8495-6"><img src="http://www.ncbi.nlm.nih.gov/entrez/query/egifs/http:--production.springer.de-OnlineResources-Logos-springerlink.gif" border="0"/></a> </td><td align="right"><a href="http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=PubMed&amp;cmd=Display&amp;dopt=PubMed_PubMed&amp;from_uid=19169864">Related Articles</a></td></tr></table>\n        <p><b>Glycerol-Assisted Hydrophobic Interaction Chromatography Improving Refolding of Recombinant Human Granulocyte Colony-Stimulating Factor.</b></p>\n        <p>Appl Biochem Biotechnol. 2009 Jan 25;</p>\n        <p>Authors:  Wang F, Liu Y, Ma G, Su Z</p>\n        <p>Efficient refolding of recombinant proteins in the forms of inclusion bodies at higher concentration remains challenging. Here, we report a strategy of a dual-gradient hydrophobic interaction chromatography (HIC) mode to refold recombinant human granulocyte colony-stimulating factor from its inclusion bodies at high protein concentration. The strategy was taken to meet the demand of dynamic refolding proceeding by gradually decrease the denaturant (guanidine-HCl) concentration and gradually increase the hydrophilicity of media (column of Poros PE 20) with glycerol as additive to provide a mild refolding surroundings. Compared with dilution method, this dual-gradient HIC process gave about 8.5-fold of increase in specific activity and 30% increase in soluble protein recovery. Furthermore, much higher protein concentration could be obtained at the same time.</p>\n        <p>PMID: 19169864 [PubMed - as supplied by publisher]</p>\n    ]]></description>\n    <author> Wang F, Liu Y, Ma G, Su Z</author>\n    <category>Appl Biochem Biotechnol</category>\n    <guid isPermaLink="false">PubMed:19169864</guid>\n</item>	48	1235462732
575	<item>\n    <title>Molecular Cloning of OSP94: A Significant Biomarker Protein of Hypertensive Human Heart and a Member of HSP110 Family.</title>\n    <link>http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?tmpl=NoSidebarfile&amp;db=PubMed&amp;cmd=Retrieve&amp;list_uids=19169850&amp;dopt=Abstract</link>\n    <description>\n\t<![CDATA[<table border="0" width="100%"><tr><td align="left"><a href="http://dx.doi.org/10.1007/s12033-009-9144-1"><img src="http://www.ncbi.nlm.nih.gov/entrez/query/egifs/http:--production.springer.de-OnlineResources-Logos-springerlink.gif" border="0"/></a> </td><td align="right"><a href="http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=PubMed&amp;cmd=Display&amp;dopt=PubMed_PubMed&amp;from_uid=19169850">Related Articles</a></td></tr></table>\n        <p><b>Molecular Cloning of OSP94: A Significant Biomarker Protein of Hypertensive Human Heart and a Member of HSP110 Family.</b></p>\n        <p>Mol Biotechnol. 2009 Jan 24;</p>\n        <p>Authors:  Mala JG, Takeuchi S</p>\n        <p>Heat shock proteins (HSPs) are upregulated in response to stress and play a protective function in refolding of cellular proteins. In hypertension, the heart is a vital organ that requires examination and investigation, and primary induction of HSPs is predominantly effected. Hypertension results from osmotic imbalance during renin-angiotensin cycle inefficiency. Osmotic stress protein 94 (OSP94) is a stress protein induced upon osmotic imbalance. It is therefore necessary to analyze its precise role in the hypertensive heart. We have first reported the cloning and expression of human heart OSP94 followed by an analysis of gene sequence and protein homology. Directional cloning of OSP94 by PCR amplification yielded a 2.5 kb amplicon and was cloned into pET-15b. Site-directed mutagenesis was essentially followed. mRNA expression levels were evaluated in correlation with HSPs. Gene analysis indicated a 2520 bp sequence with an 838-amino acid protein complement. Protein homology revealed highly conserved sequence similarity among mammalian sequences. Structural predictions of OSP94 protein were also investigated. OSP94 is therefore recognized as a significant stress protein for investigations in hypertensive heart tissues and is a highly conserved protein in the HSP110 subfamily.</p>\n        <p>PMID: 19169850 [PubMed - as supplied by publisher]</p>\n    ]]></description>\n    <author> Mala JG, Takeuchi S</author>\n    <category>Mol Biotechnol</category>\n    <guid isPermaLink="false">PubMed:19169850</guid>\n</item>	42	1235462732
576	<item>\n    <title>Immobilized metal affinity chromatography in the presence of arginine.</title>\n    <link>http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?tmpl=NoSidebarfile&amp;db=PubMed&amp;cmd=Retrieve&amp;list_uids=19167355&amp;dopt=Abstract</link>\n    <description>\n\t<![CDATA[<table border="0" width="100%"><tr><td align="left"><a href="http://linkinghub.elsevier.com/retrieve/pii/S0006-291X(09)00092-8"><img src="http://www.ncbi.nlm.nih.gov/entrez/query/egifs/http:--linkinghub.elsevier.com-ihub-images-PubMedLink.gif" border="0"/></a> </td><td align="right"><a href="http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=PubMed&amp;cmd=Display&amp;dopt=PubMed_PubMed&amp;from_uid=19167355">Related Articles</a></td></tr></table>\n        <p><b>Immobilized metal affinity chromatography in the presence of arginine.</b></p>\n        <p>Biochem Biophys Res Commun. 2009 Jan 21;</p>\n        <p>Authors:  Abe R, Kudou M, Tanaka Y, Arakawa T, Tsumoto K</p>\n        <p>Arginine hydrochloride (ArgHCl) is a versatile solvent additive, as it suppresses protein aggregation. ArgHCl has been used for protein refolding and to solubilize proteins from loose inclusion bodies. Immobilized metal affinity chromatography (IMAC) is one of the most commonly used technologies for purification of recombinant proteins. Here we have evaluated compatibility of ArgHCl with IMAC purification for his-tag proteins. ArgHCl clearly interfered with protein binding to Ni-columns. Nevertheless, such interference was greatly reduced at ArgHCl concentration below 200mM, demonstrating that IMAC purification can be done even in the presence of ArgHCl.</p>\n        <p>PMID: 19167355 [PubMed - as supplied by publisher]</p>\n    ]]></description>\n    <author> Abe R, Kudou M, Tanaka Y, Arakawa T, Tsumoto K</author>\n    <category>Biochem Biophys Res Commun</category>\n    <guid isPermaLink="false">PubMed:19167355</guid>\n</item>	20	1235462732
577	<item>\n    <title>A nonessential role for Arg 55 in cyclophilin18 for catalysis of proline isomerization during protein folding.</title>\n    <link>http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?tmpl=NoSidebarfile&amp;db=PubMed&amp;cmd=Retrieve&amp;list_uids=19185003&amp;dopt=Abstract</link>\n    <description>\n\t<![CDATA[<table border="0" width="100%"><tr><td align="left"/><td align="right"><a href="http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=PubMed&amp;cmd=Display&amp;dopt=PubMed_PubMed&amp;from_uid=19185003">Related Articles</a></td></tr></table>\n        <p><b>A nonessential role for Arg 55 in cyclophilin18 for catalysis of proline isomerization during protein folding.</b></p>\n        <p>Protein Sci. 2008 Dec 2;18(2):475-479</p>\n        <p>Authors:  Moparthi SB, Hammarstr&#xF6;m P, Carlsson U</p>\n        <p>The protein folding process is often in vitro rate-limited by slow cis-trans proline isomerization steps. Importantly, the rate of this process in vivo is accelerated by prolyl isomerases (PPIases). The archetypal PPIase is the human cyclophilin 18 (Cyp18 or CypA), and Arg 55 has been demonstrated to play a crucial role when studying short peptide substrates in the catalytic action of Cyp18 by stabilizing the transition state of isomerization. However, in this study we show that a R55A mutant of Cyp18 is as efficient as the wild type to accelerate the refolding reaction of human carbonic anhydrase II (HCA II). Thus, it is evident that the active-site located Arg 55 is not required for catalysis of the rate-limiting prolyl cis-trans isomerization steps during the folding of a protein substrate as HCA II. Nevertheless, catalysis of cis-trans proline isomerization in HCA II occurs in the active-site of Cyp18, since binding of the inhibitor cyclosporin A abolishes rate acceleration of the refolding reaction. Obviously, the catalytic mechanisms of Cyp18 can differ when acting upon a simple model peptide, four residues long, with easily accessible Pro residues compared with a large protein molecule undergoing folding with partly or completely buried Pro residues. In the latter case, the isomerization kinetics are significantly slower and simpler mechanistic factors such as desolvation and/or strain might operate during folding-assisted catalysis, since binding to the hydrophobic active site is still a prerequisite for catalysis.</p>\n        <p>PMID: 19185003 [PubMed - as supplied by publisher]</p>\n    ]]></description>\n    <author> Moparthi SB, HammarstrÃ¶m P, Carlsson U</author>\n    <category>Protein Sci</category>\n    <guid isPermaLink="false">PubMed:19185003</guid>\n</item>	11	1235462732
578	<item>\n    <title>Efficient Production of Bioactive Recombinant Human Flt3 Ligand in E. coli.</title>\n    <link>http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?tmpl=NoSidebarfile&amp;db=PubMed&amp;cmd=Retrieve&amp;list_uids=19184382&amp;dopt=Abstract</link>\n    <description>\n\t<![CDATA[<table border="0" width="100%"><tr><td align="left"/><td align="right"><a href="http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=PubMed&amp;cmd=Display&amp;dopt=PubMed_PubMed&amp;from_uid=19184382">Related Articles</a></td></tr></table>\n        <p><b>Efficient Production of Bioactive Recombinant Human Flt3 Ligand in E. coli.</b></p>\n        <p>Protein J. 2009 Jan 30;</p>\n        <p>Authors:  Verstraete K, Koch S, Ertugrul S, Vandenberghe I, Aerts M, Vandriessche G, Thiede C, Savvides SN</p>\n        <p>Flt3 ligand (FL) is an early-acting hematopoietic cytokine that stimulates the proliferation and differentiation of hematopoietic progenitor cells by activating its cognate receptor, Flt3. Recently, FL was shown to potently contribute to the development and expansion of antigen-presenting dendritic cells and CD34(+) natural killer cell progenitors in vivo. Here, we report a comprehensive method for the production of bioactive recombinant human FL (rhFL) in E. coli, suitable for structural, biophysical and physiological studies. A soluble form of human FL capable of binding to the Ftl3 receptor could be overexpressed in the E. coli strain Rosetta-gami(DE3) as inclusion bodies. We have established protocols for the efficient in vitro refolding and ensuing purification of rhFL to homogeneity (&gt;95%), with yields approaching 5 mg of pure rhFL per liter of culture. The ability of rhFL to adopt a bioactive conformation was confirmed via a cell-proliferation assay and the activation of the Flt3 receptor in the human leukemic cell line, OCI-AML3.</p>\n        <p>PMID: 19184382 [PubMed - as supplied by publisher]</p>\n    ]]></description>\n    <author> Verstraete K, Koch S, Ertugrul S, Vandenberghe I, Aerts M, Vandriessche G, Thiede C, Savvides SN</author>\n    <category>Protein J</category>\n    <guid isPermaLink="false">PubMed:19184382</guid>\n</item>	45	1235552140
579	<item>\n    <title>The perspectives of studying multi-domain protein folding.</title>\n    <link>http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?tmpl=NoSidebarfile&amp;db=PubMed&amp;cmd=Retrieve&amp;list_uids=19183848&amp;dopt=Abstract</link>\n    <description>\n\t<![CDATA[<table border="0" width="100%"><tr><td align="left"/><td align="right"><a href="http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=PubMed&amp;cmd=Display&amp;dopt=PubMed_PubMed&amp;from_uid=19183848">Related Articles</a></td></tr></table>\n        <p><b>The perspectives of studying multi-domain protein folding.</b></p>\n        <p>Cell Mol Life Sci. 2009 Feb 2;</p>\n        <p>Authors:  Fitter J</p>\n        <p>Most of fundamental studies on protein folding have been performed with small globular proteins consisting of a single domain. In vitro many of these proteins are well characterized by a reversible two-state folding scheme. However, the majority of proteins in the cell belong to the class of larger multi-domain proteins that often unfold irreversibly under in vitro conditions. This makes folding studies difficult or even impossible. In spite of these problems for many multi-domain proteins, folding has been investigated by classical refolding. Co-translational folding of nascent polypeptide chains when synthesized by ribosomes has also been studied. Single molecule techniques represent a promising approach for future studies on the folding of multi-domain proteins, and tremendous advances have been made in these techniques in recent years. In particular, fluorescence-based methods can contribute significantly to an understanding of the fundamental principles of multi-domain protein folding.</p>\n        <p>PMID: 19183848 [PubMed - as supplied by publisher]</p>\n    ]]></description>\n    <author> Fitter J</author>\n    <category>Cell Mol Life Sci</category>\n    <guid isPermaLink="false">PubMed:19183848</guid>\n</item>	0	1233728930
580	<item>\n    <title>HSP70 interacting protein prevents the accumulation of inclusions in polyglutamine disease.</title>\n    <link>http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?tmpl=NoSidebarfile&amp;db=PubMed&amp;cmd=Retrieve&amp;list_uids=19183265&amp;dopt=Abstract</link>\n    <description>\n\t<![CDATA[<table border="0" width="100%"><tr><td align="left"/><td align="right"><a href="http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=PubMed&amp;cmd=Display&amp;dopt=PubMed_PubMed&amp;from_uid=19183265">Related Articles</a></td></tr></table>\n        <p><b>HSP70 interacting protein prevents the accumulation of inclusions in polyglutamine disease.</b></p>\n        <p>J Neurochem. 2009 Jan 10;</p>\n        <p>Authors:  Howarth JL, Glover CP, Uney JB</p>\n        <p>Abstract Heat shock proteins (HSPs) are associated with the proteinaceous inclusions that characterise many neurodegenerative diseases. This suggests they may be associated with disease aetiology and/or represents an attempt to remove abnormal protein aggregates. In this study the adenoviral mediated over-expression of HSP70 interacting protein (HIP) alone was shown to significantly reduce inclusion formation in both an in vitro model of Spinal Bulbar Muscular Atrophy and a primary neuronal model of polyglutamine disease. Experiments to determine the mechanism of action showed that: denatured luciferase activity (a measure of protein refolding) was not increased in the presence of HIP alone but was increased when HIP was co-expressed with HSP70 or Heat Shock cognate protein 70 (HSC70); the expression of polyglutamine inclusions in cortical neurons mediated an increase in the levels of HSC70 but not HSP70. Our data suggest that HIP may prevent inclusion formation by facilitating the constitutive HSC70 refolding cycle and possibly by preventing aggregation. HIP expression is not increased following stress and its over-expression may therefore reduce toxic polyglutamine aggregation events and contribute to an effective therapeutic strategy.</p>\n        <p>PMID: 19183265 [PubMed - as supplied by publisher]</p>\n    ]]></description>\n    <author> Howarth JL, Glover CP, Uney JB</author>\n    <category>J Neurochem</category>\n    <guid isPermaLink="false">PubMed:19183265</guid>\n</item>	0	1233728930
581	<item>\n    <title>The perspectives of studying multi-domain protein folding.</title>\n    <link>http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?tmpl=NoSidebarfile&amp;db=PubMed&amp;cmd=Retrieve&amp;list_uids=19183848&amp;dopt=Abstract</link>\n    <description>\n\t<![CDATA[<table border="0" width="100%"><tr><td align="left"><a href="http://dx.doi.org/10.1007/s00018-009-8771-9"><img src="http://www.ncbi.nlm.nih.gov/entrez/query/egifs/http:--production.springer.de-OnlineResources-Logos-springerlink.gif" border="0"/></a> </td><td align="right"><a href="http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=PubMed&amp;cmd=Display&amp;dopt=PubMed_PubMed&amp;from_uid=19183848">Related Articles</a></td></tr></table>\n        <p><b>The perspectives of studying multi-domain protein folding.</b></p>\n        <p>Cell Mol Life Sci. 2009 Feb 2;</p>\n        <p>Authors:  Fitter J</p>\n        <p>Most of fundamental studies on protein folding have been performed with small globular proteins consisting of a single domain. In vitro many of these proteins are well characterized by a reversible two-state folding scheme. However, the majority of proteins in the cell belong to the class of larger multi-domain proteins that often unfold irreversibly under in vitro conditions. This makes folding studies difficult or even impossible. In spite of these problems for many multi-domain proteins, folding has been investigated by classical refolding. Co-translational folding of nascent polypeptide chains when synthesized by ribosomes has also been studied. Single molecule techniques represent a promising approach for future studies on the folding of multi-domain proteins, and tremendous advances have been made in these techniques in recent years. In particular, fluorescence-based methods can contribute significantly to an understanding of the fundamental principles of multi-domain protein folding.</p>\n        <p>PMID: 19183848 [PubMed - as supplied by publisher]</p>\n    ]]></description>\n    <author> Fitter J</author>\n    <category>Cell Mol Life Sci</category>\n    <guid isPermaLink="false">PubMed:19183848</guid>\n</item>	0	1235565579
582	<item>\n    <title>HSP70 interacting protein prevents the accumulation of inclusions in polyglutamine disease.</title>\n    <link>http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?tmpl=NoSidebarfile&amp;db=PubMed&amp;cmd=Retrieve&amp;list_uids=19183265&amp;dopt=Abstract</link>\n    <description>\n\t<![CDATA[<table border="0" width="100%"><tr><td align="left"><a href="http://www3.interscience.wiley.com/resolve/doi/abs?DOI=10.1111/j.0022-3042.2008.05847.x"><img src="http://www.ncbi.nlm.nih.gov/entrez/query/egifs/http:--www3.interscience.wiley.com-aboutus-images-wiley_interscience_150x34.gif" border="0"/></a> </td><td align="right"><a href="http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=PubMed&amp;cmd=Display&amp;dopt=PubMed_PubMed&amp;from_uid=19183265">Related Articles</a></td></tr></table>\n        <p><b>HSP70 interacting protein prevents the accumulation of inclusions in polyglutamine disease.</b></p>\n        <p>J Neurochem. 2009 Jan 10;</p>\n        <p>Authors:  Howarth JL, Glover CP, Uney JB</p>\n        <p>Abstract Heat shock proteins (HSPs) are associated with the proteinaceous inclusions that characterise many neurodegenerative diseases. This suggests they may be associated with disease aetiology and/or represents an attempt to remove abnormal protein aggregates. In this study the adenoviral mediated over-expression of HSP70 interacting protein (HIP) alone was shown to significantly reduce inclusion formation in both an in vitro model of Spinal Bulbar Muscular Atrophy and a primary neuronal model of polyglutamine disease. Experiments to determine the mechanism of action showed that: denatured luciferase activity (a measure of protein refolding) was not increased in the presence of HIP alone but was increased when HIP was co-expressed with HSP70 or Heat Shock cognate protein 70 (HSC70); the expression of polyglutamine inclusions in cortical neurons mediated an increase in the levels of HSC70 but not HSP70. Our data suggest that HIP may prevent inclusion formation by facilitating the constitutive HSC70 refolding cycle and possibly by preventing aggregation. HIP expression is not increased following stress and its over-expression may therefore reduce toxic polyglutamine aggregation events and contribute to an effective therapeutic strategy.</p>\n        <p>PMID: 19183265 [PubMed - as supplied by publisher]</p>\n    ]]></description>\n    <author> Howarth JL, Glover CP, Uney JB</author>\n    <category>J Neurochem</category>\n    <guid isPermaLink="false">PubMed:19183265</guid>\n</item>	0	1235565579
583	<item>\n    <title>Solution structure of the bb' domains of human protein disulfide isomerase.</title>\n    <link>http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?tmpl=NoSidebarfile&amp;db=PubMed&amp;cmd=Retrieve&amp;list_uids=19187238&amp;dopt=Abstract</link>\n    <description>\n\t<![CDATA[<table border="0" width="100%"><tr><td align="left"/><td align="right"><a href="http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=PubMed&amp;cmd=Display&amp;dopt=PubMed_PubMed&amp;from_uid=19187238">Related Articles</a></td></tr></table>\n        <p><b>Solution structure of the bb' domains of human protein disulfide isomerase.</b></p>\n        <p>FEBS J. 2009 Jan 29;</p>\n        <p>Authors:  Denisov AY, M&#xE4;&#xE4;tt&#xE4;nen P, Dabrowski C, Kozlov G, Thomas DY, Gehring K</p>\n        <p>Protein disulfide isomerase is the most abundant and best studied of the disulfide isomerases that catalyze disulfide bond formation in the endoplasmic reticulum, yet the specifics of how it binds substrate have been elusive. Protein disulfide isomerase is composed of four thioredoxin-like domains (abb'a'). Cross-linking studies with radiolabeled peptides and unfolded proteins have shown that it binds incompletely folded proteins primarily via its third domain, b'. Here, we determined the solution structure of the second and third domains of human protein disulfide isomerase (b and b', respectively) by triple-resonance NMR spectroscopy and molecular modeling. NMR titrations identified a large hydrophobic surface within the b' domain that binds unfolded ribonuclease A and the peptides mastoparan and somatostatin. Protein disulfide isomerase-catalyzed refolding of reduced ribonuclease A in vitro was inhibited by these peptides at concentrations equal to their affinity to the bb' fragment. Our findings provide a structural basis for previous kinetic and cross-linking studies which have shown that protein disulfide isomerase exhibits a saturable, substrate-binding site.</p>\n        <p>PMID: 19187238 [PubMed - as supplied by publisher]</p>\n    ]]></description>\n    <author> Denisov AY, MÃ¤Ã¤ttÃ¤nen P, Dabrowski C, Kozlov G, Thomas DY, Gehring K</author>\n    <category>FEBS J</category>\n    <guid isPermaLink="false">PubMed:19187238</guid>\n</item>	41	1233814106
584	<item>\n    <title>Solution structure of the bb' domains of human protein disulfide isomerase.</title>\n    <link>http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?tmpl=NoSidebarfile&amp;db=PubMed&amp;cmd=Retrieve&amp;list_uids=19187238&amp;dopt=Abstract</link>\n    <description>\n\t<![CDATA[<table border="0" width="100%"><tr><td align="left"><a href="http://dx.doi.org/10.1111/j.1742-4658.2009.06884.x"><img src="http://www.ncbi.nlm.nih.gov/entrez/query/egifs/http:--www3.interscience.wiley.com-aboutus-images-wiley_interscience_150x34.gif" border="0"/></a> </td><td align="right"><a href="http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=PubMed&amp;cmd=Display&amp;dopt=PubMed_PubMed&amp;from_uid=19187238">Related Articles</a></td></tr></table>\n        <p><b>Solution structure of the bb' domains of human protein disulfide isomerase.</b></p>\n        <p>FEBS J. 2009 Jan 29;</p>\n        <p>Authors:  Denisov AY, M&#xE4;&#xE4;tt&#xE4;nen P, Dabrowski C, Kozlov G, Thomas DY, Gehring K</p>\n        <p>Protein disulfide isomerase is the most abundant and best studied of the disulfide isomerases that catalyze disulfide bond formation in the endoplasmic reticulum, yet the specifics of how it binds substrate have been elusive. Protein disulfide isomerase is composed of four thioredoxin-like domains (abb'a'). Cross-linking studies with radiolabeled peptides and unfolded proteins have shown that it binds incompletely folded proteins primarily via its third domain, b'. Here, we determined the solution structure of the second and third domains of human protein disulfide isomerase (b and b', respectively) by triple-resonance NMR spectroscopy and molecular modeling. NMR titrations identified a large hydrophobic surface within the b' domain that binds unfolded ribonuclease A and the peptides mastoparan and somatostatin. Protein disulfide isomerase-catalyzed refolding of reduced ribonuclease A in vitro was inhibited by these peptides at concentrations equal to their affinity to the bb' fragment. Our findings provide a structural basis for previous kinetic and cross-linking studies which have shown that protein disulfide isomerase exhibits a saturable, substrate-binding site.</p>\n        <p>PMID: 19187238 [PubMed - as supplied by publisher]</p>\n    ]]></description>\n    <author> Denisov AY, MÃ¤Ã¤ttÃ¤nen P, Dabrowski C, Kozlov G, Thomas DY, Gehring K</author>\n    <category>FEBS J</category>\n    <guid isPermaLink="false">PubMed:19187238</guid>\n</item>	41	1235711511
585	<item>\n    <title>Observing Proteins as Single Molecules Encapsulated in Surface-Tethered Polymeric Nanocontainers.</title>\n    <link>http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?tmpl=NoSidebarfile&amp;db=PubMed&amp;cmd=Retrieve&amp;list_uids=19191249&amp;dopt=Abstract</link>\n    <description>\n\t<![CDATA[<table border="0" width="100%"><tr><td align="left"/><td align="right"><a href="http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=PubMed&amp;cmd=Display&amp;dopt=PubMed_PubMed&amp;from_uid=19191249">Related Articles</a></td></tr></table>\n        <p><b>Observing Proteins as Single Molecules Encapsulated in Surface-Tethered Polymeric Nanocontainers.</b></p>\n        <p>Chembiochem. 2009 Feb 3;</p>\n        <p>Authors:  Rosenkranz T, Katranidis A, Atta D, Gregor I, Enderlein J, Grzelakowski M, Rigler P, Meier W, Fitter J</p>\n        <p>Immobilizing biomolecules provides the advantage of observing them individually for extended time periods, which is impossible to accomplish for freely diffusing molecules in solution. In order to immobilize individual protein molecules, we encapsulated them in polymeric vesicles made of amphiphilic triblock copolymers and tethered the vesicles to a cover slide surface. A major goal of this study is to investigate polymeric vesicles with respect to their suitability for protein-folding studies. The fact that polymeric vesicles possess an extreme stability under various chemical conditions is supported by our observation that harsh unfolding conditions do not perturb the structural integrity of the vesicles. Moreover, polymerosomes prove to be permeable to GdnHCl and, thereby, ideally suited for unfolding and refolding studies with encapsulated proteins. We demonstrate this with encapsulated phosphoglycerate kinase, which was fluorescently labeled with Atto655, a dye that exhibits pronounced photoinduced electron transfer (PET) to a nearby tryptophan residue in the native state. Under unfolding conditions, PET was reduced, and we monitored alternating unfolding and refolding conditions for individual encapsulated proteins.</p>\n        <p>PMID: 19191249 [PubMed - as supplied by publisher]</p>\n    ]]></description>\n    <author> Rosenkranz T, Katranidis A, Atta D, Gregor I, Enderlein J, Grzelakowski M, Rigler P, Meier W, Fitter J</author>\n    <category>Chembiochem</category>\n    <guid isPermaLink="false">PubMed:19191249</guid>\n</item>	0	1233901010
