homologue_id	protein_id	species_id	user_id	uniprot	swiss_prot_trembl	structure_solved	sunid_p	notes	hits
482	44	154	254	Q90YK4	homologue only	homologue only	n/a	n/a	0
483	424	2	254	P00257	y	y	54311	n/a	0
484	425	1	254	P05107	y	homologue only	n/a	n/a	0
485	425	1	254	P05107	y		n/a	n/a	0
486	425	1	254	P05107	y	homologue only	n/a	n/a	0
487	425	1	254	P05107	y	homologue only	n/a	n/a	0
488	146	4	254	O98177	y	homologue only	n/a	n/a	0
489	146	4	254	O98177	y	homologue only	n/a	n/a	0
490	427	7	254	P0A8T7	homologue only	homologue only	n/a	n/a	0
491	428	7	254	P00579	y	homologue only	n/a	n/a	0
492	362	136	71	P00782	y		n/a	n/a	0
493	245	1	254	P01236	y	y	89035	n/a	0
494	245	1	254	P01236	y	y	89035	n/a	0
495	245	1	254	P01236	y	y	89035	n/a	0
496	245	1	254	P01236	y	y	89035	n/a	0
497	245	1	254	P01236	y	y	89035	n/a	0
498	245	1	254	P01236	y	y	89035	n/a	0
499	245	1	254	P01236	y	y	89035	n/a	0
500	429	55	254	P0A566	y	n	n/a	n/a	0
501	362	136	71	P00782	y	y	52751	n/a	0
502	362	136	71	P00782	y	y	52751	n/a	0
503	430	3	71	P45481	domains only	domains only	47043	n/a	0
504	430	3	71	P45481	domains only	domains only	47043	n/a	0
505	433	1	71	P10153	y		n/a	n/a	0
506	432	1	254	P42771	n	n	n/a	n/a	0
507	433	1	71	P10153	y	n	n/a	n/a	0
508	434	155	71	n/a	n	homologue only	n/a	n/a	0
509	434	155	71	n/a	n	homologue only	n/a	n/a	0
510	434	155	71	n/a	n	homologue only	n/a	n/a	0
511	435	1	254	P08183	n	n	n/a	n/a	0
512	435	1	254	P08183	n	n	n/a	n/a	0
513	435	1	254	P08183	n	n	n/a	n/a	0
514	434	155	71	n/a	n		n/a	n/a	0
515	434	155	71	n/a	n	homologue only	n/a	n/a	0
516	435	1	254	P08183	n	n	n/a	n/a	0
517	435	1	254	P08183	n	n	n/a	n/a	0
518	435	1	254	P08183	n	n	n/a	n/a	0
519	435	1	254	P08183	n	n	n/a	n/a	0
520	435	1	254	P08183	n	n	n/a	n/a	0
521	435	1	254	P08183	n	n	n/a	n/a	0
522	435	1	254	P08183	n	n	n/a	n/a	0
523	436	156	254	Q5MNW3	n	n	n/a	n/a	0
524	437	157	254	P10104	y	y	58049	n/a	0
525	438	42	254	Q6DN70	homologue only	homologue only	n/a	n/a	0
526	439	1	71	P30481	y		n/a	n/a	0
527	439	1	71	P30481	y	n	n/a	n/a	0
528	439	1	71	P30481	y		n/a	n/a	0
529	439	1	71	P30481	y	n	n/a	n/a	0
530	439	1	71	P30481	y	n	n/a	n/a	0
531	439	1	71	P30481	y	n	n/a	n/a	0
532	71	2	71	P50595	homologue only		n/a	n/a	0
533	71	123	71	Q29406	homologue only	homologue only	n/a	n/a	0
534	71	2	71	P50595	homologue only	homologue only	n/a	n/a	0
535	71	123	71	Q29406	domains only	homologue only	n/a	n/a	0
536	440	1	254	Q13241	y	y	56441	n/a	0
537	440	1	254	Q13241	y	y	56441	n/a	0
538	71	1	71	P41159	y		n/a	n/a	0
539	71	1	71	P41159	y		n/a	n/a	0
540	71	1	71	P41159	y		n/a	n/a	0
541	71	1	71	P41159	y		n/a	n/a	0
542	71	9	71	O42164	homologue only	homologue only	n/a	n/a	0
543	71	1	71	P41159	y	y	47283	n/a	0
544	441	158	254	Q9Y0V1	n	n	n/a	n/a	0
545	71	1	71	P41159	y	y	47283	n/a	0
546	71	93	71	Q28603	homologue only	homologue only	n/a	n/a	0
547	442	110	254	P0A4H2	n	n	n/a	n/a	0
548	442	110	254	P0A4H2	n	n	n/a	n/a	0
549	442	110	254	P0A4H2	n	n	n/a	n/a	0
550	443	159	71	Q93R48	y	y	75325	n/a	0
551	444	160	71	Q9UWN2	homologue only	homologue only	n/a	n/a	0
552	427	110	254	P0A4E5	homologue only	homologue only	n/a	n/a	0
553	427	110	254	P0A4E5	homologue only	homologue only	n/a	n/a	0
554	445	149	71	Q26425	n		n/a	n/a	0
555	445	149	71	Q26425	n	n	n/a	n/a	0
556	445	149	71	Q26425	n		n/a	n/a	0
557	445	149	71	Q26425	n		n/a	n/a	0
558	446	2	254	P00921	n	y	51074	n/a	0
559	447	161	71	Q8T0X0	n	homologue only	n/a	n/a	0
560	447	161	71	Q8T0X0	homologue only		n/a	n/a	0
561	448	1	254	P23415	y	y	103734	n/a	0
562	448	1	254	P23415	y	y	103735	n/a	0
563	449	162	71	Q967L9	homologue only	homologue only	n/a	n/a	0
564	450	1	254	P16455	n	n	n/a	n/a	0
565	451	7	254	P0AAI3	y	domains only	82419	n/a	0
566	452	4	254	Q63342	n	n	n/a	n/a	0
567	452	4	254	Q63342	n	n	n/a	n/a	0
568	453	28	254	Q9GSP3	n	n	n/a	n/a	0
569	454	163	254	Q45010	n	n	n/a	n/a	0
570	455	163	254	Q45011	n	n	n/a	n/a	0
571	456	163	254	Q9FD93	n	n	n/a	n/a	0
572	457	163	254	Q45011	n	n	n/a	n/a	0
573	458	1	254	P00747	n	y	63401	n/a	0
574	459	164	254	O05208	homologue only	domains only	81707	n/a	0
575	460	91	254	Q86PP5	homologue only	homologue only	n/a	n/a	0
576	234	91	254	P16445	homologue only	homologue only	n/a	n/a	0
577	193	1	254	P07477	y	y	50519	n/a	0
578	369	140	254	Q9ELS8	n	n	n/a	n/a	0
579	369	140	254	Q9ELS8	n	n	n/a	n/a	0
580	462	23	254	Q99279	y	domains only	55082	n/a	0
581	462	23	254	Q99279	y	domains only	55082	n/a	0
582	462	23	254	Q99279	y	domains only	55082	n/a	0
583	465	165	254	ASP1_ORYSA	n	n	n/a	n/a	0
584	466	55	254	Q8VKS5	homologue only		n/a	n/a	0
585	466	55	254	Q8VKS5	homologue only	n	n/a	n/a	0
586	466	55	254	Q8VKS5	homologue only	n	n/a	n/a	0
587	466	55	254	Q8VKS5	homologue only	n	n/a	n/a	0
588	467	166	254	Q5V2H9	homologue only	homologue only	n/a	n/a	0
589	468	167	254	P12528	y	y	51151	n/a	0
590	469	168	71	Q9XZL9	homologue only	n	n/a	n/a	0
591	470	1	254	P15291	homologue only	homologue only	n/a	n/a	0
592	470	1	254	P15291	homologue only	homologue only	n/a	n/a	0
593	470	2	254	P08037	y	y	53454	n/a	0
594	287	1	71	P01375	y	y	49849	n/a	0
595	470	2	254	P08037	y	y	53455	n/a	0
596	470	2	254	P08037	y	y	53456	n/a	0
597	470	2	254	P08037	y		n/a	n/a	0
598	470	2	254	P08037	y	y	53457	n/a	0
599	470	2	254	P08037	y	y	53458	n/a	0
600	470	2	254	P08037	y	y	53459	n/a	0
601	470	2	254	P08037	y	y	53460	n/a	0
602	470	2	254	P08037	y	y	53461	n/a	0
603	470	2	254	P08037	y	y	53462	n/a	0
604	470	2	254	P08037	y	y	53463	n/a	0
605	470	2	254	P08037	y	y	53464	n/a	0
606	470	2	254	P08037	y	y	53465	n/a	0
607	470	2	254	P08037	y	y	53466	n/a	0
608	470	2	254	P08037	y	y	53467	n/a	0
609	470	2	254	P08037	y	y	53468	n/a	0
610	470	2	254	P08037	y	y	53469	n/a	0
611	470	2	254	P08037	y	y	53470	n/a	0
612	470	2	254	P08037	y	y	53471	n/a	0
613	470	2	254	P08037	y	y	53472	n/a	0
614	470	2	254	P08037	y	y	53473	n/a	0
615	470	2	254	P08037	y	y	53474	n/a	0
616	470	2	254	P08037	y	y	53475	n/a	0
617	470	2	254	P08037	y	y	53476	n/a	0
618	470	2	254	P08037	y	y	53477	n/a	0
619	470	2	254	P08037	y	y	53478	n/a	0
620	470	2	254	P08037	y	y	53479	n/a	0
621	470	2	254	P08037	y	y	53480	n/a	0
622	470	2	254	P08037	y	y	53481	n/a	0
623	470	2	254	P08037	y	y	53482	n/a	0
624	470	2	254	P08037	y	y	53483	n/a	0
625	471	1	254	P01756	y	n	n/a	n/a	0
626	472	83	254	P03129	homologue only	n	n/a	n/a	0
627	473	1	254	n/a	y	homologue only	n/a	n/a	0
628	474	169	71	P37918	n		n/a	n/a	0
629	475	1	254	n/a	n	n	n/a	n/a	0
630	474	169	71	P37918	n	n	n/a	n/a	0
631	474	169	71	P22940	n	n	n/a	n/a	0
632	474	169	71	P37915	n	n	n/a	n/a	0
633	50	18	71	Q9N0W9	homologue only	homologue only	n/a	n/a	0
634	476	23	254	Q95W13	n	n	n/a	n/a	0
635	476	23	254	Q95W13	n	n	n/a	n/a	0
636	476	23	254	Q95W13	n	n	n/a	n/a	0
637	477	1	71	P01137	y	y	57513	n/a	0
638	478	103	71	P22290	n	n	n/a	n/a	0
639	479	16	254	P42212	y	y	54514	n/a	0
640	480	4	254	P31325	y	homologue only	n/a	n/a	0
641	481	1	254	P46952	y	n	n/a	n/a	0
642	482	170	71	P22088	y	y	63399	n/a	0
643	482	170	71	P22088	y	y	63399	n/a	0
644	482	170	71	P22088	y	y	63399	n/a	0
645	483	3	71	Q66K04	homologue only	n	n/a	n/a	0
646	484	1	71	P08254	domains only	domains only	63431	n/a	0
647	485	1	71	Q9Y275	y	n	n/a	n/a	0
648	56	2	71	P00794	y		n/a	n/a	0
649	56	2	71	P00794	y	y	50668	n/a	0
650	486	1	71	Q13370	y		n/a	n/a	0
651	486	1	71	Q13370	y	domains only	101442	n/a	0
652	487	1	71	P01308	y	y	56998	n/a	0
653	488	4	71	P19491	domains only		n/a	n/a	0
654	488	4	71	P19491	domains only		n/a	n/a	0
655	488	4	71	P19491	n	domains only	53882	n/a	0
656	488	4	71	P19491	domains only	domains only	53883	n/a	0
657	488	4	71	P19491	domains only		n/a	n/a	0
658	488	4	71	P19491	domains only	domains only	53884	n/a	0
659	288	1	71	P10646	domains only		n/a	n/a	0
660	489	1	71	P08758	y	y	47885	n/a	0
661	288	1	71	P10646	domains only	y	57369	n/a	0
662	489	1	71	P08758	y	y	47885	n/a	0
663	490	7	71	Q7WZI6	y	y	50211	n/a	0
664	490	7	71	Q7WZI6	y		n/a	n/a	0
665	490	43	62	poiyr	y		n/a	n/a	0
666	491	1	71	P07992	domains only	n	n/a	n/a	0
667	491	1	71	P07992	domains only	n	n/a	n/a	0
668	239	1	71	P15692	y	y	57506	n/a	0
669	239	1	71	P15692	y	y	57506	n/a	0
670	239	1	71	P15692	y	y	57506	n/a	0
671	239	1	71	P15692	y	y	57506	n/a	0
672	384	145	71	P22629	y	y	50879	n/a	0
673	339	109	71	test	n		n/a	n/a	0
674	384	145	71	P22629	y		n/a	n/a	0
675	384	145	71	P22629	y	y	50879	n/a	0
676	384	145	71	P22629	y	y	50879	n/a	0
677	384	145	71	P22629	y	y	50879	n/a	0
678	384	145	71	P22629	y	y	50879	n/a	0
679	384	145	71	P22629	y	y	50879	n/a	0
680	384	145	71	P22629	y	y	50879	n/a	0
681	384	145	71	P22629	y	y	50879	n/a	0
682	492	7	71	P76045	n	n	n/a	n/a	0
683	493	7	71	P02931	y	n	n/a	n/a	0
684	494	171	71	P81180	y	y	51325	n/a	0
685	495	172	71	Q04829	homologue only		n/a	n/a	0
686	495	172	71	Q04829	homologue only	homologue only	n/a	n/a	0
687	79	1	71	P07339	y	y	50666	n/a	0
688	496	1	71	P21549	y	y	89758	n/a	0
689	97	7	71	P0A698	n		n/a	n/a	0
690	97	7	71	P0A698	n		n/a	n/a	0
691	97	7	71	P0A698	n		n/a	n/a	0
692	97	7	71	P0A698	n		n/a	n/a	0
693	97	7	71	P0A698	n		n/a	n/a	0
694	97	7	71	P0A698	n		n/a	n/a	0
695	97	7	71	P0A698	n		n/a	n/a	0
696	497	2	71	P02754	y		n/a	n/a	0
697	497	2	71	P02754	y		n/a	n/a	0
698	497	2	71	P02754	y		n/a	n/a	0
699	497	2	71	P02754	domains only		n/a	n/a	0
700	497	2	71	P02754	domains only		n/a	n/a	0
701	496	1	71	P21549	y		n/a	n/a	0
702	497	2	71	P02754	homologue only		n/a	n/a	0
703	498	149	71	test	y		n/a	n/a	0
704	122	38	71	test1	y		n/a	n/a	0
705	158	43	71	test2	y		n/a	n/a	0
706	359	136	71	test2	homologue only		n/a	n/a	0
707	424	16	71	test4	y		n/a	n/a	0
708	62	2	71	P61823	y		n/a	n/a	0
709	499	2	71	P02769	homologue only		n/a	n/a	0
710	499	2	71	P02769	homologue only		n/a	n/a	0
711	500	1	71	P14921	n		n/a	n/a	0
712	500	1	71	P14921	n		n/a	n/a	0
713	62	2	71	P61823	y		n/a	n/a	0
714	501	7	71	P0A6X7	y		n/a	n/a	0
715	502	7	71	P0A6Y1	y		n/a	n/a	0
716	158	13	62	CD1_HUMAN	n		n/a	n/a	0
717	502	1	71	Q56CY9	homologue only		n/a	n/a	0
718	158	2	62	CD1_HUMAN	n		n/a	n/a	0
719	503	1	71	Q56CY9	homologue only		n/a	n/a	0
720	504	174	71	Q9GSA3	homologue only		n/a	n/a	0
721	111	43	71	test	y		n/a	n/a	0
722	505	87	71	Q95PI5	n		n/a	n/a	0
723	505	87	71	Q95PI5	n		n/a	n/a	0
724	505	87	71	Q95PI5	n		n/a	n/a	0
725	505	87	71	Q95PI5	n		n/a	n/a	0
726	505	87	71	Q95PI5	n		n/a	n/a	0
727	506	175	71	P56552	y		n/a	n/a	0
728	507	12	71	PYRK_BACU	homologue only		n/a	n/a	0
729	507	12	71	PYRK_BACU	homologue only		n/a	n/a	0
730	360	1	71	P19235	y		n/a	n/a	0
731	508	176	71	P40384	n		n/a	n/a	0
732	509	177	71	P59018	homologue only		n/a	n/a	0
733	510	4	71	P49192	homologue only		n/a	n/a	0
734	510	4	71	P49192	homologue only		n/a	n/a	0
735	510	4	71	P49192	homologue only		n/a	n/a	0
736	510	4	71	P49192	homologue only		n/a	n/a	0
737	510	4	71	P49192	homologue only		n/a	n/a	0
738	510	4	71	P49192	homologue only		n/a	n/a	0
739	511	1	71	P81605	n		n/a	n/a	0
740	512	3	71	n/a	homologue only		n/a	n/a	0
741	513	1	71	P07737	domains only		n/a	n/a	0
742	514	1	71	P35080	domains only		n/a	n/a	0
743	515	178	71	Q7B8V4	domains only		n/a	n/a	0
744	516	1	71	P50591	y		n/a	n/a	0
745	517	55	71	O06572	n		n/a	n/a	0
746	518	3	71	TNF18_MOUSE	homologue only		n/a	n/a	0
747	519	1	71	P01130	domains only		n/a	n/a	0
748	158	43	62	test2	n		n/a	n/a	0
749	158	43	62	test2	n		n/a	n/a	0
750	158	43	62	test2	n		n/a	n/a	0
751	158	43	62	test2	n		n/a	n/a	0
752	158	43	62	test2	n		n/a	n/a	0
753	158	43	62	test2	n		n/a	n/a	0
754	158	43	62	test2	n		n/a	n/a	0
755	158	43	62	test2	n		n/a	n/a	0
756	158	43	62	test2	n		n/a	n/a	0
757	158	43	62	test2	n		n/a	n/a	0
758	158	43	62	test2	n		n/a	n/a	0
759	158	27	62	test2	n		n/a	n/a	0
760	158	43	62	test2	domains only		n/a	n/a	0
761	158	43	62	test2	n		n/a	n/a	0
762	158	43	62	test2	n		n/a	n/a	0
763	158	43	62	test2	n		n/a	n/a	0
764	158	43	62	test2	n		n/a	n/a	0
765	158	2	62	CD1_HUMAN	n		n/a	n/a	0
766	158	2	62	CD1_HUMAN	n		n/a	n/a	0
767	158	2	62	CD1_HUMAN	n		n/a	n/a	0
768	158	2	62	CD1_HUMAN	n		n/a	n/a	0
769	158	2	62	CD1_HUMAN	domains only		n/a	n/a	0
770	158	2	62	CD1_HUMAN	y		n/a	n/a	0
771	158	2	62	CD1_HUMAN	n		n/a	n/a	0
772	158	2	62	CD1_HUMAN	n		n/a	n/a	0
773	158	2	62	CD1_HUMAN	domains only		n/a	n/a	0
774	158	20	62	CD1_HUMANB	n		n/a	n/a	0
775	158	20	62	CD1_HUMANB	domains only		n/a	n/a	0
776	158	20	62	CD1_HUMANB	homologue only		n/a	n/a	0
777	158	20	62	CD1_HUMANB	domains only		n/a	n/a	0
778	158	20	62	CD1_HUMANB	domains only		n/a	n/a	0
779	158	20	62	CD1_HUMANBAAA	homologue only		n/a	n/a	0
780	158	20	62	CD1_HUMANBAAA	homologue only		77777	n/a	0
781	158	20	62	CD1_HUMANBAAABC	n/a	domains only	54456	n/a	0
782	158	20	62	CD1_HUMANBAAdAB	n/a	domains only	54456	n/a	0
783	158	20	62	CD1_HUMANBAAdAB	n/a	n	54456	n/a	0
784	158	20	62	CD1_HUMANBAAdAB	n/a	n	54456	n/a	0
785	158	20	62	CD1_HUMANBAAdAB	n/a	n	54456	n/a	0
786	158	20	62	CD1_PIAL	n/a	n	54456	n/a	0
787	158	20	62	CD1_PIAL_MMM	n/a	domains only	54456	n/a	0
788	513	1	71	P07737	n/a	domains only	55774	n/a	0
789	514	1	71	P35080	n/a	domains only	55775	n/a	0
790	515	178	71	Q7B8V4	n/a	domains only	50403	n/a	0
791	516	1	71	P50591	n/a	y	49852	n/a	0
792	517	55	71	O06572	n/a	n	n/a	n/a	0
793	518	3	71	TNF18_MOUSE	n/a	homologue only	n/a	n/a	0
794	519	1	71	P01130	n/a	domains only	57427	n/a	0
795	512	3	71	n/a	n/a	homologue only	n/a	n/a	0
796	511	1	71	P81605	n/a	n	n/a	n/a	0
797	510	4	71	P49192	n/a	homologue only	n/a	n/a	0
798	510	4	71	P49192	n/a	homologue only	n/a	n/a	0
799	510	4	71	P49192	n/a	homologue only	n/a	n/a	0
800	509	177	71	P59018	n/a	homologue only	n/a	n/a	0
801	508	176	71	P40384	n/a	n	n/a	n/a	0
802	360	1	71	P19235	n/a	y	49283	n/a	0
803	507	12	71	PYRK_BACU	n/a	homologue only	n/a	n/a	0
804	506	175	71	P56552	n/a	y	57179	n/a	0
805	505	87	71	Q95PI5	n/a	n	n/a	n/a	0
806	505	87	71	Q95PI5	n/a	n	n/a	n/a	0
807	505	87	71	Q95PI5	n/a	n	n/a	n/a	0
808	504	174	71	Q9GSA3	n/a	homologue only	n/a	n/a	0
809	503	1	71	Q56CY9	n/a	homologue only	n/a	n/a	0
810	500	1	71	P14921	n/a	n	n/a	n/a	0
811	500	1	71	P14921	n/a	n	n/a	n/a	0
812	500	1	71	P14921	n/a	n	n/a	n/a	0
813	500	1	71	P14921	n/a	n	n/a	n/a	0
814	501	7	71	P0A6X7	n/a	y	88879	n/a	0
815	501	7	71	P0A6X7	n/a	y	88879	n/a	0
816	499	2	71	P02769	n/a	homologue only	n/a	n/a	0
817	158	20	62	CD1_PIAL_MMM	n/a	domains only	544567	n/a	0
818	97	7	71	P0A698	n/a	n	n/a	n/a	0
819	97	7	71	P0A698	n/a	n	n/a	n/a	0
820	97	7	71	P0A698	n/a	n	n/a	n/a	0
821	97	7	71	P0A698	n/a	n	n/a	n/a	0
822	97	7	71	P0A698	n/a	n	n/a	n/a	0
823	97	7	71	P0A698	n/a	n	n/a	n/a	0
824	488	4	71	P19491	n/a	domains only	53883	n/a	0
825	70	18	71	Q95LF0	n/a	homologue only	n/a	n/a	0
826	501	7	62	P0A6X7	n/a	y	n/a	n/a	0
827	520	1	71	RSN_HUMAN	n/a	homologue only	n/a	n/a	0
828	520	1	71	RSN_HUMAN	n/a	homologue only	n/a	n/a	0
829	520	3	71	RSN_MOUSE	n/a	y	111426	n/a	0
830	520	1	71	RSN_HUMAN	n/a	homologue only	n/a	n/a	0
831	520	1	71	RSN_HUMAN	n/a	homologue only	n/a	n/a	0
832	520	1	71	RSN_HUMAN	n/a	homologue only	n/a	n/a	0
833	520	3	71	RSN_MOUSE	n/a	y	111426	n/a	0
834	520	1	71	RSN_HUMAN	n/a	homologue only	n/a	n/a	0
835	520	1	71	RSN_HUMAN	n/a	homologue only	n/a	n/a	0
836	122	58	71	P23279	n/a	homologue only	n/a	n/a	0
837	122	58	71	P23279	n/a	homologue only	n/a	n/a	0
838	122	58	71	P23279	n/a	homologue only	n/a	n/a	0
839	44	88	71	Q8UW03	n/a	homologue only	n/a	n/a	0
840	44	89	71	Q8UW02	n/a	homologue only	n/a	n/a	0
841	232	1	71	P07315	n/a	domains only	49697	n/a	0
842	211	76	71	P0A263	n/a	n	n/a	n/a	0
843	232	1	71	P07315	n/a	domains only	49697	n/a	0
844	228	7	71	Q9L6J0	n/a	domains only	56927	n/a	0
845	229	7	71	P0A917	n/a	y	56929	n/a	0
846	227	78	71	Q9ZRD6	n/a	y	64360	n/a	0
847	74	1	71	P01579	n/a	y	47320	n/a	0
848	227	78	71	Q9ZRD6	n/a	y	64360	n/a	0
849	224	84	71	Q7LYT7	n/a	y	51013	n/a	0
850	224	84	71	Q7LYT7	n/a	y	51013	n/a	0
851	223	57	71	Q6YA62	n/a	y	56689	n/a	0
852	220	82	71	P39767	n/a	y	56940	n/a	0
853	183	1	71	P06126	n/a	domains only	102838	n/a	0
854	184	1	71	P29016	n/a	y	75378	n/a	0
855	220	82	71	P39767	n/a	y	56940	n/a	0
856	223	57	71	Q6YA62	n/a	y	56689	n/a	0
857	184	1	71	P29016	n/a	y	75378	n/a	0
858	183	1	71	P06126	n/a	domains only	102838	n/a	0
859	521	1	71	P02768	n/a	y	48555	n/a	0
860	521	1	71	P02768	n/a	y	48555	n/a	0
861	521	1	71	P02768	n/a	y	48555	n/a	0
862	133	1	71	P35318	n/a	n	n/a	n/a	0
863	210	1	71	P10144	n/a	y	50590	n/a	0
864	210	1	71	P10144	n/a	y	50590	n/a	0
865	210	1	71	P10144	n/a	y	50590	n/a	0
866	210	1	71	P10144	n/a	y	50590	n/a	0
867	210	1	71	P10144	n/a	y	50590	n/a	0
868	210	1	71	P10144	n/a	y	50590	n/a	0
869	43	1	71	P00749	n/a	y	50587	n/a	0
870	39	1	71	Q13946	n/a	n	n/a	n/a	0
871	69	1	71	P05231	n/a	y	47273	n/a	0
872	179	1	71	P78380	n/a	n	n/a	n/a	0
873	179	1	71	P78380	n/a	n	n/a	n/a	0
874	179	1	71	P78380	n/a	n	n/a	n/a	0
875	179	1	71	P78380	n/a	n	n/a	n/a	0
876	179	1	71	P78380	n/a	n	n/a	n/a	0
877	179	1	71	P78380	n/a	n	n/a	n/a	0
878	139	68	71	P29984	n/a	y	90131	n/a	0
879	242	1	71	O95944	n/a	domains only	89178	n/a	0
880	215	80	71	Q00855	n/a	y	49257	n/a	0
881	236	1	71	P16410	n/a	y	48939	n/a	0
882	200	1	71	P54283	n/a	homologue only	n/a	n/a	0
883	189	1	71	Q15116	n/a	homologue only	n/a	n/a	0
884	217	65	71	P18177	n/a	n	n/a	n/a	0
885	216	65	71	P16154	n/a	n	n/a	n/a	0
886	205	71	71	Q06851	n/a	domains only	49392	n/a	0
887	204	1	71	P21796	n/a	n	n/a	n/a	0
888	62	1	71	P07998	n/a	y	54080	n/a	0
889	62	1	71	P07998	n/a	y	54080	n/a	0
890	62	1	71	P07998	n/a	y	54080	n/a	0
891	62	1	71	P07998	n/a	y	54080	n/a	0
892	62	2	71	P61823	n/a	y	54079	n/a	0
893	218	34	71	Q7SIG4	n/a	y	63830	n/a	0
894	218	34	71	Q7SIG4	n/a	y	63830	n/a	0
895	218	34	71	Q7SIG4	n/a	y	63830	n/a	0
896	187	1	71	P55851	n/a	n	n/a	n/a	0
897	218	34	71	Q7SIG4	n/a	y	63830	n/a	0
898	218	34	71	Q7SIG4	n/a	y	63830	n/a	0
899	190	77	71	O18831	n/a	n	n/a	n/a	0
900	203	78	71	Q8LEM4	n/a	n	n/a	n/a	0
901	190	77	71	O18831	n/a	n	n/a	n/a	0
902	145	1	71	P12319	n/a	y	49201	n/a	0
903	145	1	71	P12319	n/a	y	49201	n/a	0
904	186	1	71	P21802	n/a	y	49181	n/a	0
905	62	2	71	P61823	n/a	y	54079	n/a	0
906	62	2	71	P61823	n/a	y	54079	n/a	0
907	62	2	71	P61823	n/a	y	54079	n/a	0
908	193	1	71	P07477	n/a	y	50519	n/a	0
909	199	1	71	Q15582	n/a	n	n/a	n/a	0
910	180	129	71	O73722	n/a	homologue only	n/a	n/a	0
911	180	129	71	O73722	n/a	homologue only	n/a	n/a	0
912	243	1	71	P37173	n/a	domains only	69951	n/a	0
913	238	90	71	Q6Y1E9	n/a	n	n/a	n/a	0
914	237	1	71	Q9HBE4	n/a	homologue only	n/a	n/a	0
915	246	1	71	Q40555	n/a	homologue only	n/a	n/a	0
916	122	38	62	test1	n/a	y	n/a	n/a	0
917	122	38	62	test1	n/a	y	n/a	n/a	0
918	245	93	71	P01240	n/a	y	47279	n/a	0
919	62	1	71	P07998	n/a	y	54080	n/a	0
920	62	1	71	P07998	n/a	y	54079	n/a	0
921	62	1	71	P07998	n/a	y	54079	n/a	0
922	62	1	71	P07998	n/a	y	54079	n/a	0
923	62	1	71	P07998	n/a	y	54080	n/a	0
924	62	1	71	P07998	n/a	y	54079	n/a	0
925	239	1	71	P15692	n/a	domains only	57506	n/a	0
926	235	1	71	P42081	n/a	domains only	63635	n/a	0
927	236	1	71	P16410	n/a	y	48939	n/a	0
928	233	1	71	P08174	n/a	y	90173	n/a	0
929	234	87	71	Q7KQK5	n/a	domains only	71721	n/a	0
930	231	3	71	P01734	n/a	y	48933	n/a	0
931	231	3	71	P01734	n/a	y	48933	n/a	0
932	231	3	71	P01734	n/a	y	48933	n/a	0
933	230	73	71	P08700	n/a	homologue only	n/a	n/a	0
934	213	3	71	n/a	n/a	homologue only	n/a	n/a	0
935	222	83	71	P03129	n/a	n	n/a	n/a	0
936	225	3	71	Q5R3X4	n/a	y	88584	n/a	0
937	226	85	71	Q79EF9	n/a	n	n/a	n/a	0
938	162	79	71	P04830	n/a	y	49216	n/a	0
939	158	43	71	P35823	n/a	n	n/a	n/a	0
940	82	25	71	P02711	n/a	y	90115	n/a	0
941	82	25	71	P02711	n/a	y	90115	n/a	0
942	339	131	71	Q9YGS1	n/a	n	n/a	n/a	0
943	48	16	71	P07164	n/a	y	47513	n/a	0
944	328	127	71	O74264	n/a	homologue only	n/a	n/a	0
945	249	1	71	P36955	n/a	y	64472	n/a	0
946	248	4	71	P05710	n/a	y	49286	n/a	0
947	248	94	71	P14787	n/a	homologue only	n/a	n/a	0
948	44	95	71	P29971	n/a	y	47277	n/a	0
949	282	109	71	P03276	n/a	n	n/a	n/a	0
950	250	96	71	P03303	n/a	homologue only	n/a	n/a	0
951	285	1	71	P01730	n/a	y	49149	n/a	0
952	290	107	71	P10274	n/a	n	n/a	n/a	0
953	288	1	71	P10646	n/a	domains only	57368	n/a	0
954	287	1	71	P01375	n/a	y	49848	n/a	0
955	41	1	71	P43235	n/a	y	54029	n/a	0
956	293	3	71	Q8K1L1	n/a	n	n/a	n/a	0
957	300	1	71	P30504	n/a	y	54468	n/a	0
958	295	1	71	P45452	n/a	y	55540	n/a	0
959	296	1	71	P04326	n/a	y	58336	n/a	0
960	297	2	71	P09611	n/a	homologue only	n/a	n/a	0
961	298	1	71	P06400	n/a	n	n/a	n/a	0
962	125	116	71	P0A3M5	n/a	domains only	82597	n/a	0
963	244	1	71	P43220	n/a	n	n/a	n/a	0
964	234	87	71	O00784	n/a	domains only	71721	n/a	0
965	241	92	71	P30438	n/a	y	10135	n/a	0
966	241	92	71	P30438	n/a	y	10135	n/a	0
967	359	1	71	Q76LX8	n/a	n	n/a	n/a	0
968	359	1	71	Q76LX8	n/a	n	n/a	n/a	0
969	359	1	71	Q76LX8	n/a	n	n/a	n/a	0
970	359	1	71	Q76LX8	n/a	n	n/a	n/a	0
971	359	1	71	Q76LX8	n/a	n	n/a	n/a	0
972	359	1	71	Q76LX8	n/a	n	n/a	n/a	0
973	292	1	71	P20333	n/a	homologue only	n/a	n/a	0
974	291	1	71	P19438	n/a	y	57588	n/a	0
975	292	1	71	P20333	n/a	homologue only	n/a	n/a	0
976	305	117	71	Q54821	n/a	n	n/a	n/a	0
977	304	117	71	Q54827	n/a	n	n/a	n/a	0
978	304	117	71	Q54827	n/a	n	n/a	n/a	0
