report_id	journal_id	authors	year	title	volume	pages	pubmed	notes	user_id
297	10	Helman D, Staten NR, Grosclaude J, Daniel N, Nespouous C, Djiane J, Gertler A	1998	Novel recombinant analogues of bovine placental lactogen	273	16067-16074	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=9632658&query_hl=1		71
298	10	Edwards GM, Huber HE, DeFeo-Jones D, Vuocolo G, Goodhart PJ, Maigetter RZ, Sanyal G, Oliff A, Heimbrook DC	1992	Purification and characterization of a functionally homogeneous 60-kDa species of the retinoblastoma gene product	267	7971-7974	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=1569054&query_hl=8		71
299	3	Fan QR, Garboczi DN, Winter CC, Wagtmann N, Long EO, Wiley DC	1996	Direct binding of a soluble natural killer cell inhibitory receptor to a soluble human leukocyte antigen-Cw4 class I major histocompatibility complex molecule	93	7178-7183	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=8692965&query_hl=12		71
300	10	Fandl JP, Tobkes NJ, McDonald NQ, Hendrickson WA, Ryan TE, Nigam S, Acheson A, Cudny H, Panayotatos N	1994	Characterization and crystallization of recombinant human neurotrophin-4	269	755-759	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=8276879&query_hl=17		71
301	52	Bi Xuezhi , Khush GS, and Bennett J	2005	The Rice Nucellin Gene Ortholog OsAsp1 Encodes an Active Aspartic Protease Without a Plant-specific Insert and is Strongly Expressed in Early Embryo	46	87-98	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=PubMed&cmd=Retrieve&list_uids=15659452&dopt=Citation		219
302	9	A. Gupta, T. Bai, V.J. Murphy, P. Strike, R.F. Anders, A.H. Batchelor	2005	Refolding, purification and crystallization of Apical Membrane Antigen 1 from Plasmodium falciparum	41	186-198	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=15802237&query_hl=1		220
303	69	Khandelwal P,  Choudhury D, Birah A, Reddy MK, Gupta GP, Banerjee N.	2004	insecticidal pilin subunit from the insect pathogen Xenorhabdus nematophila.	186	6465-76	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=15375127&query_hl=1\t		202
304	27	Fine M, Sakal E, Vashdi D, Daniel V, Levanon A, Lipshitz O, Gertler A	1993	Recombinant carp (Cyprinus carpio) growth hormone: expression, purification, and determination of biological activity in vitro and in vivo	89	51-61	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=8428649&query_hl=2		71
305	10	Fountoulakis M, Juranville J-F, Stuber D, Weibel EK, Garotta G	1990	Purification and biochemical characterization of a soluble human interferon gamma receptor expressed in Escherichia coli	265	13268-13275	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=2142945&query_hl=4		71
306	9	Frank LJ, Wisniewski D, Hammond GG, Hermes J, Marcy A, Cameron PM	1995	High-yield expression, refolding, and purification of penicillin-binding protein 2a from methicillin-resistant Staphylococcus aureus strain 27R	6	671-678	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=8535161&query_hl=7		71
307	9	Fu J-Y, Lyga A, Shi H, Blue M-L, Dixon B, Chen D	2001	Cloning, expression, purification, and characterization of rat MMP-12	21	268-274	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=11237688&query_hl=10		71
308	27	Furuya K and Hutchinson CR	1998	The DrrC protein of Streptomyces peucetius, a UvrA-like protein, is a DNA-binding protein whose gene is induced by daunorubicin	168	243-249	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=9835035&query_hl=12		71
309	69	Furuya K and Hutchinson CR	1996	The DnrN protein of Streptomyces peucetius, a pseudo-response regulator, is a DNA-binding protein involved in the regulation of daunorubicin biosynthesis	178	6310-6318	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=8892835&query_hl=20		71
310	3	Garboczi DN, Hung DT, Wiley CD	1992	HLA-A2-peptide complexes: refolding and crystallization of molecules expressed in Escherichia coli and complexed with single antigenic peptides	89	3429-3433	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=1565634&query_hl=22		71
311	8	Gertler A, Simmons J, Keisler DH	1998	Large-scale preparation of biologically active recombinant ovine obese protein (leptin)	422	137-140	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=9489992&query_hl=34		71
312	7	Gibson LCD, Jensen PE, Hunter CN	1999	Magnesium chelatase from Rhodobacter sphaeroides: initial characterization	337	243-251	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=9882621&query_hl=36		71
313	70	Garboczi DN, Utz U, Ghosh P, Seth A, Kim J, VanTienhoven EAE, Biddison WE, Wiley DC	1996	Assembly, specific binding, and crystallization of a human TCR-alpha-beta with an antigenic tax peptide from human T lymphotropic virus Type 1 and the Class I MHC molecular HLA-A2	157	5403-5410	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=8955188&query_hl=57		71
314	30	Goldbaum FA, Polikarpov I, CauerhffAA, Velikovsky CA, Braden BC, Poljak RJ	1998	Crystallization and preliminary X-ray diffraction analysis of the lumazine synthase from Brucella abortus	123	175-178	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=9843672&query_hl=63		71
315	9	Grimm KM, Trigona W, Heidecker GJ, Joyce JG, Fu T-M, Shiver JW, Keller PM, Cook JC	2001	An enhanced and scalable process for the purification of SIV Gag-specific MHC tetramer	2001	270-281	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=11676602&query_hl=70		71
316	6	Gross M, Wyss M, Furter-Graves EM, Wallimann T, Furter R	1996	Reconstitution of active octameric mitochondrial creatine kinase from two genetically engineered fragments	5	320-330	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=8745410&query_hl=72		71
317	37	Kashima T, Morishita A, Iwata H, Maeda K, Inoue T	1999	Expression of bovine cytokines in Escherichia coli	61	171-173	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=10081758&query_hl=75		71
318	8	Kawase Y, Ohdate Y, Shimojo T, Taguchi Y, Kimizuka F, Kato I	1992	Construction and characterization of a fusion protein with epidermal growth factor and the cell-binding domain of fibronectin	298	126-128	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=1544433&query_hl=1		71
319	10	Khandekar SS, Bettencourt BM, Wyss DF, Naylor JW, Brauer PP, Huestis K, Dwyer DS, Profy AT, Osburne MS, Banerji J, Jones B	1997	Conformational integrity and ligand binding properties of single chain T-cell receptor expressed in Escherichia coli	272	32190-32197	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=9405420&query_hl=6		71
320	2	Kuwahara J and Coleman JE	1990	Role of the zinc(II) ions in the structure of the three-finger DNA binding domain of the Sp1 transcription factor	29	8627-8631	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=2271546&query_hl=8		71
321	25	Le KD, Gilkes NR, Kilburn DG, Miller RC, Saddler JN, Warren RAJ	1994	A streptavidin-cellulose-binding domain fusion protein that binds biotinylated proteins to cellulose	16	496-500	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=7764888&query_hl=10		71
322	8	Leuthardt A and Roesel JL	1993	Cloning, expression and purification of a recombinant poly-histidine-linked HIV-1 protease	326	275-280	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=8325379&query_hl=12		71
323	26	Li H, Zhang Y, Dong Y, Yang K	1998	Functional implications of the 21-24 loop in recombinant prochymosin	1384	121-129	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=9602090&query_hl=14		71
324	10	Lin X, Tang J, Koelsch G, Monod M, Foundling S	1993	Recombinant canditropsin, an extracellular aspartic protease from yeast Candida tropicalis	268	20143-20147	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=8376373&query_hl=16		71
325	10	Lin X-L, Wong RNS, Tang J	1989	Synthesis, purification, and active site mutagenesis of recombinant porcine pepsinogen	264	4482-4489	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=2494172&query_hl=1		71
326	71	Liu H, Moreau J-F, Gualde N, Fu J	1997	Refolding of soluble leukemia inhibitory factor receptor fusion protein (gp 190 sol DAF) from urea	169	43-50	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=9089630&query_hl=3		71
327	10	Llera AS, Viedma F, Sanchez-Madrid F, Tormo J	2001	Crystal structure of the C-type lectin-like domain from the human hematopoietic cell receptor CD69	276	7312-7319	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=11036086&query_hl=5		71
328	28	Longstaff M, Powell KS, Gatehouse JA, Raemaekers R, Newell CA, Hamilton WDO	1998	Production and purification of active snowdrop lectin in Escherichia coli	252	59-65	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=9523712&query_hl=7		71
329	23	Marston FAO, Lowe PA, Doel MT,	2005	Purification of calf prochymosin (prorennin) synthesized in Escherichia coli	2	800-804	http://www.nature.com/nbt/journal/v2/n9/abs/nbt0984-800.html		71
330	10	Matsuyama S, Kimura E, Mizushima S	1990	Complementation of two overlapping fragments of SecA, a protein translocation ATPase of Escherichia coli, allows ATP binding to its amino-terminal region.	265	8760-8765	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=2160468&query_hl=9		71
331	19	McDermott MJ, Weber E, Hunter S, Stedman KE, Best E, Frank GR, Wang R, Escudero J, Kuner J, McCall C	2000	Identification, cloning, and characterization of a major cat flea salivary allergen (Cte f 1)	37	361-375	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=11074254&query_hl=11		71
332	9	Moellering MJ, Yoshinaga SK, Hui A, Delaney JM, Hara S, Narhi LO, Westcott KR	1999	Folding and purification of a recombinantly expressed interferon regulatory factor, IRF4	16	160-170	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=10336874&query_hl=14		71
333	72	Meng J, John TR, Kaiser II	1995	Specificity and binding affinity of an anti-crotoxin combinatorial antibody selected from a phage-displayed library	50	1969-1977	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=8849322&query_hl=5		71
334	28	Meyer P, Janin J, Baudet-Nessler S	1999	p55-hGRF, a short natural form of the Ras-GDP exchange factor	263	806-816	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=10469145&query_hl=12		71
335	70	Moser M, Crameri R, Menz G, Schneider T, Dudler T, Virchow C, Gmachl M, Blaser K, Suter M	1992	Cloning and expression of recombinant Aspergillus fumigatus Allergen I/a (rAsp f I/a) with IgE binding and Type I skin test activity	149	454-460	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=1624793&query_hl=16		71
336	73	Moser M, Menz G, Blaser K, Crameri R	1994	Recombinant expression and antigenic properties of a 32-kilodalton extracellular alkaline protease, representing a possible virulence factor from Aspergillus fumigatus	62	936-942	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=8112866&query_hl=18		71
337	74	Mossakowska D, Dodd I, Pindar W, Smith RAG	1999	Structure-activity relationships within the N-terminal short consensus repeats (SCR) of human CR1 (C3b/C4b receptor, CD35); SCR 3 plays a critical role in inhibition of the classical and alternative pathways of complement activation	29	1955-1965	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=10382758&query_hl=20		71
338	9	Dodd I, Mossakowska DE, Camilleri P, Haran M, Hensley P, Lawlor EJ, McBay DL, Pindar W, Smith RAG	1995	Overexpression in Escherichia coli, folding, purification, and characterization of the first three short onsensus repeat modules of human complement receptor type 1	6	727-736	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=8746624&query_hl=20		71
339	63	Muller C, Rinas U	1999	Renaturation of heterodimeric platelet-derived growth factor from inclusion bodies of recombinant Escherichia coli using size-exclusion chromatography	855	203-213	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=10514985&query_hl=23		71
340	20	Schrödel A, Volz J, de Marco A	2005	Fusion tags and chaperone co-expression modulate both the solubility and the inclusion body features of the recombinant CLIPB14 serine protease	120	2-10	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=16023240&query_hl=1		138
341	9	Kupper D, Reuter M, Mackeldanz P, Meisel A, Alves J, Schroeder C, Kruger DH	1995	Hyperexpressed EcoRII renatured from inclusion bodies and native enzyme both exhibit essential cooperativity with two DNA sites.	6	1-9	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=7756833&query_hl=1		207
342	9	Kupper D., Reuter M., Mackeldanz P., Meisel A., Alves J., Schroeder C. and Kruger D. H.	1995	Hyperexpressed EcoRII Renatured from Inclusion Bodies and Native Enzyme Both Exhibit Essential Cooperativity with 2 DNA Sites	6	1-9	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=7756833&query_hl=1		207
343	75	MAIORANO, D., Moreau, J., Mechali, M.	2000	XCDT1 is required for the assembly op pre-replicative complexes in xenopus laevis	404	622-625	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=10766247&query_hl=1		237
344	76	Maiorano, D., Cuvier, O., Danis, E., Mechali, M.	2005	MCM8 is an MCM2-7 related protein that functions as DNA helicase during replication elongation and not initiation	120	315-328	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=15707891&query_hl=3		237
345	8	Wakiyama, M. Sakai, N. Kojima, S. & Miura, K.	1997	Disulfide bond formation is not involved in cap-activity of Xenopus translation intiation factor eIF-4E	409	407-410	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=9224699&query_hl=11		22
346	10	Sebollela, A et al	2005	Heparin-binding sites in granulocyte-macrophage colony-stimulating factor. Localization and regulation by histidine ionization	280	31949-56	http://www.jbc.org/cgi/content/full/280/36/31949		197
347	14	Yuan Cheng and Dinshaw J. Patel	2004	An efficient system for small protein expression and refolding	317	401	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=15063772&query_hl=23		244
348	14	Yuan Cheng and Dinshaw J. Patel	2004	An efficient system for small protein expression and refolding	317	401	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=15063772&query_hl=23		244
349	14	Pan H, Du X, Yang G, Zhou Y, Wu X	1999	cDNA cloning and expression of acutin, a thrombin-like enzyme from Agkistrodon acutus	255	412-415	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=10049722&query_hl=27		71
350	9	Ng CKF, Huxtable S, Xu P, Hsieh DPH	2001	Purification and in vitro folding of recombinant human thrombopoietin receptor expressed in Escherichia coli	21	129-133	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=11162397&query_hl=29		71
351	10	Nalefski EA, McDonagh T, Somers W, Seehra J, Falke JJ, Clark JD	1998	Independent folding and ligand specificity of the C2 calcium-dependent lipid binding domain of cytosolic phospholipase A2	273	1365-1372	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=9430670&query_hl=8		71
352	9	Park J-H, Lee H-H, Na S-Y, Ju S-K, Lee Y-J, Lee M-K, Kim KL	2001	Recombinant expression of biologically active rat leptin in Escherichia coli	22	60-69	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=11388800&query_hl=10		71
353	2	Panayotatos N, Everdeen D, Liten A, Somogyi R, Acheson A	1994	Recombinant human CNTF receptor alpha: production, binding stoichiometry, and characterization of its activity as a diffusible factor	33	5813-5818	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=8180210&query_hl=13		71
354	20	Qoronfleh MW, Ho TF, Brake PG, Banks TM, Pulvino TA, Wahl RC, Eshraghi J, Chowdhury SK, Ciccarelli RB, Jones BN	1995	Production of selenomethionine-labeled recombinant human neutrophil collagenase in Escherichia coli	39	119-128	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=7755966&query_hl=1		71
355	8	Puri NK	1991	Refolding of recombinant porcine growth hormone in a reducing environment limits in vitro aggregate formation	292	187-190	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=1959605&query_hl=3		71
356	73	Qi HL, Tai JY, Blake MS	1994	Expression of large amounts of neisserial porin proteins in Escherichia coli and refolding of the proteins into native trimers	62	2432-2439	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=8188368&query_hl=5		71
357	77	Sandowski Y, Cohen Y, Le Rouzic P, Bignon C, Rentier-Delrue F, Djiane J, Prunet P, Gertler A	2000	Recombinant prolactin receptor extracellular domain of rainbow trout (Oncorhynchus mykiss): subcloning, preparation, and characterization	118	302-309	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=10890569&query_hl=9		71
358	9	Raver N, Taouis M, Dridi S, Derouet M, Simon J, Robinzon B, Djiane J, Gertler A	1998	Large-scale preparation of biologically active recombinant chicken obese protein (leptin)	14	403-408	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=9882575&query_hl=15		71
359	10	Stracke JO, Hutton M, Stewart M, Pendas AM, Smith B, Lopez-Otin C, Murphy G, Knauper V	2000	Biochemical characterization of the catalytic domain of human matrix metalloproteinase 19	275	14809-14816	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=10809722&query_hl=19		71
360	10	Pendas AM, Knauper V, Puente XS, Llano E, Mattei M-G, Apte S, Murphy G, Lopez-Otin C	1997	Identification and characterization of a novel human matrix metalloproteinase with unique structural characteristics, chromosomal locaion, and tissue distribution	272	4281-4286	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=9020145&query_hl=22		71
361	55	Takahashi K, Takai T, Yasuhara T, Yuuki T, Ohtake Y, Yokota T, Okumura Y	2000	Production of enzymatically and immunologically active Der f 1 in Escherichia coli	122	108-114	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=10878489&query_hl=24		71
362	10	Sirawaraporn W, Prapunwattana P, Sirawaraporn R, Yuthavong Y, Santi DV	1993	The dihydrofolate reductase domain of Plasmodium falciparum thymidylate synthase-dihydrofolate reductase	268	21637-21644	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=8408015&query_hl=5		71
363	20	Skelly SM, Tackney C, Hicklin D, Tamkins T, Goldstein N, Waksal H, Dagan S	1994	High-level expression of a biologically active human interleukin-6 mutein	34	79-86	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=7764745&query_hl=2		71
364	78	Tokuyasu K, Ohnishi-Kameyama M, Hayashi K, Mori Y	1999	Cloning and expression of chitin deacetylase gene from a deuteromycete, Colletotrichum lindemuthianum	87	418-423	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=16232493&query_hl=6		71
365	14	Siemeister G, Schnurr B, Mohrs K, Schachtele C, Marme D, Martiny-Baron G	1996	Expression of biologically active isoforms of the tumor angiogenesis factor VEGF in Escherichia coli	222	249-255	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=8670191&query_hl=1		71
366	79	Spencer EM and Chan K	1995	A 3-dimensional model for the insulin-like growth factor binding proteins (IGFBPs); supporting evidence using the structural determinants of the IGF binding site on IGFBP-3	6	209-214	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=8817663&query_hl=3		71
367	14	Takeuchi A, Makino O, Hirokawa H	1998	Gene 1, one of the dna genes of bacteriophage phi29, represses other dna genes through binding to mRNA	243	566-571	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=9480849&query_hl=13		71
368	1	Tame J, Shih DT, Pagnier J, Fermi G, Nagai K	1991	Functional role of the distal valine (E11) residue of alpha subunits in human haemoglobin	218	761-767	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=2023247&query_hl=15		71
369	30	Tchelet A, Vogel T, Helman D, Guy R, Neospouolus C, Goffin V, Djiane J, Gertler A	1997	Selective modification at the N-terminal region of human growth hormone that shows antagonistic activity	130	141-152	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=9220030&query_hl=17		71
370	9	Tomasselli AG, Paddock DJ, Curry KA, Garlick RL, Leone JW, Lull JM, Mutchler VT, Baker CA, Cavey GS, Mathews WR, Shelly JA, Finzel BC, Baldwin ET, Wells PA, Tomich CC	1998	Recombinant human cytomegalovirus protease with a C-terminal (His)6 extension: purification, autocatalytic release of the mature enzyme, and biochemical characterization	14	343-352	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=9882568&query_hl=19		71
371	28	Allan, G. J., Shand, J. H., Beattie, J., and Flint, D. J.	1999	Identification of novel sites in the ovine growth hormone receptor involved in binding hormone and conferring species specificity	261	555-561	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=10215869&query_hl=6		254
372	2	Tomasseli AG, Olsen MK, Hui JO, Staples DJ, Sawyer TK, Heinrikson RL, Tomich CC	1990	Substrate analogue inhibition and active site titration of purified recombinant HIV-1 protease	29	264-269	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=2182116&query_hl=1		71
373	10	Ai, J., Smith, P., Wang, S., Zhang, P., and Zheng, X.L.	2005	The Proximal Carboxyl-terminal Domains of ADAMTS12 Determine Substrate Specificity and Are All Required for Cleavage of con Willebrand Factor	280	29428-29434	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=15975930&query_hl=9		254
374	9	Tran-Moseman A, Schauer N, De Bernardez Clark E	1999	Renaturation of Escherichia coli-derived recombinant human macrophage colony-stimulating factor	16	181-189	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=10336876&query_hl=11		71
375	33	Aizawa, Y., Nogawa, N., Kosaka, N., Maeda, Y., Watanabe, T., Miyazaki, H., Kato, T.	2005	Expression of Erythropoietin Receptor-Like Molecue in Xenopus laevis and Erythrocytopenia upon Administration of its Recombinant Soluble Form	138	167-175	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=16091591&query_hl=11		110
376	53	Saito Y, Ishii Y, Sasaki H, Hayashi M, Fujimura T, Imai Y, Nakamura S, Suzuki S, Notani J, Asada T, Horiai H, Kobayashi M, Niwa M	1994	Production and characterization of a novel tissue-type plasminogen activator derivative in Escherichia coli	10	472	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=7765373&query_hl=14		71
377	80	Almog, O., Gallagher, T., Tordova, M., Hoskins, J., Bryan, P., and Gilliland, G.	1998	Crystal Structure of Calcium-Independent Subtilisin BPN With Restored Thermal Stability Folded Without the Prodomain	31	21-32	http://www.ncbi.nlm.nih.gov.ezproxy.lib.monash.edu.au/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=9552156&query_hl=1		254
378	14	Ambert-Balay, K., Fuchs, S. M., and Tien, M.	1998	Identification of the Veratryl Alcohol Binding Site in Lignin Peroxidase by Site Directed Mutagenesis	251	283-286	http://www.ncbi.nlm.nih.gov.ezproxy.lib.monash.edu.au/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=9790947&query_hl=3		254
379	6	Wilkins JA, Cone J, Randhawa ZI, Wood D, Warren MK, Witkowska HE	1993	A study of intermediates involved in the folding pathway for recombinant human macrophage colony-stimulating factor (M-CSF): evidence for two distinct folding pathways	2	244-254	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=8443602&query_hl=4		71
380	10	Ananthanarayanan, B., Stahelin, R.V., Digman, M.A., Cho, W.	2003	Activation Mechanisms of Conventional Protein Kinase C Isoforms are Determined by the Ligand Affinity and Conformational Flexibility of their C1 Domains.	278	46886-46894	http://www.ncbi.nlm.nih.gov.ezproxy.lib.monash.edu.au/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=12954613&query_hl=1		254
